student_id,amount,status,payment_method,paid_at,program_name,package_type,package_duration,receipt_seq,notes
ADV23045,300.00,paid,,2024-07-28,Scratch,,,,old ticket TK-240728-001
ADV0045,150.00,paid,,2024-07-30,Lego EV3 Robotics,,,,old ticket TK-240730-001
ADV24018,180.00,paid,,2024-07-30,Lego EV3 Robotics,,,,old ticket TK-240730-002
ADV23042,180.00,paid,,2024-07-31,Lego EV3 Robotics,,,,old ticket TK-240731-001
ADV24033,180.00,paid,,2024-08-01,Lego EV3 Robotics,,,,old ticket TK-240801-001
ADV23013,180.00,paid,,2024-08-01,Lego EV3 Robotics,,,,old ticket TK-240801-002
ADV0055,150.00,paid,,2024-08-02,Scratch,,,,old ticket TK-240802-001
ADV23006,324.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-002
ADV23005,324.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-003
ADV23004,324.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-004
ADV23006,83.00,paid,,2024-08-02,,,,,old ticket TK-240802-005
ADV23005,324.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-006
ADV23004,324.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-007
ADV23006,324.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-008 | Refunded RM750 competition
ADV24040,180.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-009
ADV24022,180.00,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-010
ADV23049,256.50,paid,,2024-08-02,Lego EV3 Robotics,,,,old ticket TK-240802-011
ADV23048,256.50,paid,,2024-08-03,Lego EV3 Robotics,,,,old ticket TK-240803-001
ADV24017,180.00,paid,,2024-08-03,Scratch,,,,old ticket TK-240803-002
ADV23011,180.00,paid,,2024-08-03,Lego EV3 Robotics,,,,old ticket TK-240803-003
ADV23035,120.00,paid,,2024-08-03,Scratch,,,,old ticket TK-240803-004
ADV24021,180.00,paid,,2024-08-04,Lego EV3 Robotics,,,,old ticket TK-240804-001
ADV23019,180.00,paid,,2024-08-04,Scratch,,,,old ticket TK-240804-002
ADV23020,180.00,paid,,2024-08-04,Scratch,,,,old ticket TK-240804-003
ADV24054,180.00,paid,,2024-08-04,Lego EV3 Robotics,,,,old ticket TK-240804-004
ADV24057,180.00,paid,,2024-08-04,Scratch,,,,old ticket TK-240804-005 | Touch and Go
ADV23008,180.00,paid,,2024-08-04,Lego EV3 Robotics,,,,old ticket TK-240804-006 | Touch and Go
ADV23034,120.00,paid,,2024-08-06,Scratch,,,,old ticket TK-240806-001
ADV23022,60.00,paid,,2024-08-06,Scratch,,,,old ticket TK-240806-002
ADV24061,180.00,paid,,2024-08-08,Lego EV3 Robotics,,,,old ticket TK-240808-001
ADV24031,180.00,paid,,2024-08-10,Lego EV3 Robotics,,,,old ticket TK-240810-001
ADV0056,240.00,paid,cash,2024-08-10,Lego EV3 Robotics,,,,old ticket TK-240810-002 | Cash
ADV24023,513.00,paid,,2024-08-11,Lego EV3 Robotics,,,,old ticket TK-240811-001
ADV24011,180.00,paid,,2024-08-11,Scratch,,,,old ticket TK-240811-002
ADV24012,180.00,paid,,2024-08-11,Scratch,,,,old ticket TK-240811-003
ADV24062,180.00,paid,,2024-08-12,Lego EV3 Robotics,,,,old ticket TK-240812-001
ADV23024,120.00,paid,,2024-08-13,Scratch,,,,old ticket TK-240813-001
ADV24013,180.00,paid,,2024-08-15,Lego EV3 Robotics,,,,old ticket TK-240815-001
ADV24059,180.00,paid,,2024-08-19,Lego EV3 Robotics,,,,old ticket TK-240819-001
ADV24042,180.00,paid,,2024-08-19,Lego EV3 Robotics,,,,old ticket TK-240819-002
ADV23041,180.00,paid,,2024-08-20,Lego EV3 Robotics,,,,old ticket TK-240820-001
ADV23024,480.00,paid,,2024-08-22,Scratch,,,,old ticket TK-240822-002
ADV23024,720.00,paid,,2024-08-22,Lego EV3 Robotics,,,,old ticket TK-240822-003
ADV24013,180.00,paid,,2024-08-22,Lego EV3 Robotics,,,,old ticket TK-240822-004
ADV24026,972.00,paid,,2024-08-22,Lego EV3 Robotics,,,,old ticket TK-240822-005
ADV23075,360.00,paid,,2024-08-23,Lego EV3 Robotics,,,,old ticket TK-240823-001
ADV23029,480.00,paid,,2024-08-23,Scratch,,,,old ticket TK-240823-002
ADV24056,256.50,paid,,2024-08-24,Lego EV3 Robotics,,,,old ticket TK-240824-001 | Touch and Go
ADV24055,256.50,paid,,2024-08-24,Lego EV3 Robotics,,,,old ticket TK-240824-002 | Touch and Go
ADV24008,180.00,paid,,2024-08-24,Lego EV3 Robotics,,,,old ticket TK-240824-003 | Grab
ADV23007,160.00,paid,,2024-08-24,Lego EV3 Robotics,,,,old ticket TK-240824-004
ADV24063,513.00,paid,,2024-08-25,Lego EV3 Robotics,,,,old ticket TK-240825-001 | Touch and Go
ADV24005,180.00,paid,,2024-08-25,Scratch,,,,old ticket TK-240825-002 | Touch and Go
ADV24036,256.50,paid,,2024-08-25,Lego EV3 Robotics,,,,old ticket TK-240825-003
ADV24035,256.50,paid,,2024-08-25,Lego EV3 Robotics,,,,old ticket TK-240825-004
ADV23042,180.00,paid,,2024-08-26,Lego EV3 Robotics,,,,old ticket TK-240826-001
ADV23045,225.00,paid,,2024-08-28,Scratch,,,,old ticket TK-240828-001
ADV24033,180.00,paid,,2024-08-29,Lego EV3 Robotics,,,,old ticket TK-240829-001
ADV24064,180.00,paid,cash,2024-08-29,Lego EV3 Robotics,,,,old ticket TK-240829-002 | Cash
ADV24018,180.00,paid,,2024-08-30,Lego EV3 Robotics,,,,old ticket TK-240830-001
ADV24032,150.00,paid,,2024-09-01,Scratch,,,,old ticket TK-240901-001
ADV24060,150.00,paid,,2024-09-01,Scratch,,,,old ticket TK-240901-002
ADV0055,150.00,paid,,2024-09-02,Scratch,,,,old ticket TK-240902-001
ADV0045,150.00,paid,,2024-09-02,Lego EV3 Robotics,,,,old ticket TK-240902-002
ADV24068,180.00,paid,,2024-09-02,Lego EV3 Robotics,,,,old ticket TK-240902-003 | Touch and Go
ADV24057,180.00,paid,,2024-09-02,Scratch,,,,old ticket TK-240902-004 | Touch and Go
ADV23034,120.00,paid,,2024-09-03,Scratch,,,,old ticket TK-240903-001
ADV23040,210.00,paid,,2024-09-03,Scratch,,,,old ticket TK-240903-002
ADV23035,120.00,paid,,2024-09-04,Scratch,,,,old ticket TK-240904-001
ADV23022,60.00,paid,,2024-09-04,Scratch,,,,old ticket TK-240904-002
ADV23027,120.00,paid,,2024-09-04,Scratch,,,,old ticket TK-240904-003
ADV23028,120.00,paid,,2024-09-04,Scratch,,,,old ticket TK-240904-004
ADV24066,180.00,paid,,2024-09-06,Lego EV3 Robotics,,,,old ticket TK-240906-001
ADV24067,180.00,paid,,2024-09-06,Lego EV3 Robotics,,,,old ticket TK-240906-002
ADV24061,180.00,paid,,2024-09-06,Lego EV3 Robotics,,,,old ticket TK-240906-003
ADV24054,180.00,paid,,2024-09-06,Lego EV3 Robotics,,,,old ticket TK-240906-004 | Touch and Go
ADV24009,360.00,paid,,2024-09-06,Scratch,,,,old ticket TK-240906-005
ADV24025,513.00,paid,,2024-09-06,Lego EV3 Robotics,,,,old ticket TK-240906-006
ADV24022,180.00,paid,,2024-09-06,Lego EV3 Robotics,,,,old ticket TK-240906-007
ADV23011,180.00,paid,,2024-09-07,Lego EV3 Robotics,,,,old ticket TK-240907-001
ADV23018,180.00,paid,,2024-09-08,Lego EV3 Robotics,,,,old ticket TK-240908-001
ADV23008,180.00,paid,,2024-09-09,Lego EV3 Robotics,,,,old ticket TK-240909-001 | Touch and Go
ADV24065,180.00,paid,,2024-09-09,Lego EV3 Robotics,,,,old ticket TK-240909-002 | Touch and Go
ADV24005,20.00,paid,,2024-09-09,Scratch,,,,old ticket TK-240909-003 | Touch and Go
ADV24031,180.00,paid,,2024-09-09,Lego EV3 Robotics,,,,old ticket TK-240909-004
ADV23037,171.80,paid,,2024-09-13,Scratch,,,,old ticket TK-240913-001 | Stripe Payment
ADV24021,180.00,paid,,2024-09-14,Lego EV3 Robotics,,,,old ticket TK-240914-001
ADV24005,158.40,paid,bank_transfer,2024-09-18,Scratch,,,,old ticket TK-240918-001 | Boost Payment
ADV24066,80.00,paid,,2024-09-19,,,,,old ticket TK-240919-001 | Roblox Bootcamp
ADV24022,80.00,paid,,2024-09-19,,,,,old ticket TK-240919-002 | Roblox Bootcamp
ADV24068,80.00,paid,,2024-09-19,,,,,old ticket TK-240919-003 | Roblox Bootcamp
ADV0022,120.00,paid,,2024-09-19,,,,,old ticket TK-240919-004 | Roblox Bootcamp
ADV24037,160.00,paid,,2024-09-19,,,,,old ticket TK-240919-005 | Roblox Bootcamp
ADV23063,80.00,paid,,2024-09-19,,,,,old ticket TK-240919-006 | Touch and Go
ADV24064,180.00,paid,,2024-09-27,Lego EV3 Robotics,,,,old ticket TK-240927-001
ADV23007,160.00,paid,,2024-09-28,Lego EV3 Robotics,,,,old ticket TK-240928-001
ADV24059,180.00,paid,,2024-09-28,Lego EV3 Robotics,,,,old ticket TK-240928-002
ADV24018,180.00,paid,,2024-09-30,Lego EV3 Robotics,,,,old ticket TK-240930-001
ADV23042,180.00,paid,,2024-09-30,Lego EV3 Robotics,,,,old ticket TK-240930-002
ADV23045,300.00,paid,,2024-09-30,Scratch,,,,old ticket TK-240930-003
ADV23043,120.00,paid,,2024-09-30,Scratch,,,,old ticket TK-240930-004
ADV23085,210.00,paid,,2024-09-30,Scratch,,,,old ticket TK-240930-005
ADV23023,180.00,paid,bank_transfer,2024-09-30,Lego EV3 Robotics,,,,old ticket TK-240930-006 | Grab - TNG
ADV0055,150.00,paid,,2024-10-01,Scratch,,,,old ticket TK-241001-001
ADV23034,120.00,paid,,2024-10-02,Scratch,,,,old ticket TK-241002-002
ADV24066,180.00,paid,,2024-10-02,Lego EV3 Robotics,,,,old ticket TK-241002-003
ADV24067,180.00,paid,,2024-10-02,Lego EV3 Robotics,,,,old ticket TK-241002-004
ADV0045,150.00,paid,,2024-10-02,Lego EV3 Robotics,,,,old ticket TK-241002-005
ADV23035,120.00,paid,,2024-10-04,Scratch,,,,old ticket TK-241004-001
ADV24031,180.00,paid,,2024-10-04,Lego EV3 Robotics,,,,old ticket TK-241004-002
ADV24022,180.00,paid,,2024-10-04,Lego EV3 Robotics,,,,old ticket TK-241004-003
ADV23038,513.00,paid,,2024-10-04,Lego EV3 Robotics,,,,old ticket TK-241004-004
ADV24008,180.00,paid,,2024-10-05,Lego EV3 Robotics,,,,old ticket TK-241005-001
ADV23011,180.00,paid,,2024-10-05,Lego EV3 Robotics,,,,old ticket TK-241005-002
ADV24035,256.50,paid,,2024-10-05,Lego EV3 Robotics,,,,old ticket TK-241005-003
ADV24036,256.50,paid,,2024-10-05,Lego EV3 Robotics,,,,old ticket TK-241005-004
ADV0027,180.00,paid,,2024-10-05,Scratch,,,,old ticket TK-241005-005 | Touch and Go
ADV24080,180.00,paid,,2024-10-05,Lego EV3 Robotics,,,,old ticket TK-241005-006 | Touch and Go
ADV24042,180.00,paid,,2024-10-05,Lego EV3 Robotics,,,,old ticket TK-241005-007 | Touch and Go
ADV24057,180.00,paid,,2024-10-06,Scratch,,,,old ticket TK-241006-001 | Touch and Go
ADV23008,180.00,paid,,2024-10-06,Lego EV3 Robotics,,,,old ticket TK-241006-002 | Touch and Go
ADV23018,180.00,paid,,2024-10-06,Lego EV3 Robotics,,,,old ticket TK-241006-003
ADV24032,150.00,paid,,2024-10-06,Scratch,,,,old ticket TK-241006-004
ADV24060,150.00,paid,,2024-10-06,Scratch,,,,old ticket TK-241006-005
ADV24011,180.00,paid,,2024-10-07,Scratch,,,,old ticket TK-241007-001
ADV24012,180.00,paid,,2024-10-07,Scratch,,,,old ticket TK-241007-002
ADV23022,90.00,paid,,2024-10-08,Scratch,,,,old ticket TK-241008-001
ADV24040,180.00,paid,,2024-10-08,Lego EV3 Robotics,,,,old ticket TK-241008-002
ADV23019,180.00,paid,,2024-10-11,Scratch,,,,old ticket TK-241011-001
ADV23020,180.00,paid,,2024-10-11,Scratch,,,,old ticket TK-241011-002
ADV0012,150.00,paid,,2024-10-11,Scratch,,,,old ticket TK-241011-003
ADV0011,150.00,paid,,2024-10-11,Lego EV3 Robotics,,,,old ticket TK-241011-004
ADV24033,180.00,paid,,2024-10-11,Lego EV3 Robotics,,,,old ticket TK-241011-005
ADV23049,256.50,paid,,2024-10-12,Lego EV3 Robotics,,,,old ticket TK-241012-001
ADV23048,256.50,paid,,2024-10-12,Lego EV3 Robotics,,,,old ticket TK-241012-002
ADV23041,360.00,paid,,2024-10-13,Lego EV3 Robotics,,,,old ticket TK-241013-001
ADV23041,180.00,paid,,2024-10-13,Lego EV3 Robotics,,,,old ticket TK-241013-002
ADV24068,180.00,paid,,2024-10-13,Lego EV3 Robotics,,,,old ticket TK-241013-003
ADV24013,180.00,paid,,2024-10-17,Lego EV3 Robotics,,,,old ticket TK-241017-001
ADV24061,180.00,paid,,2024-10-18,Lego EV3 Robotics,,,,old ticket TK-241018-001 | Touch and Go
ADV23007,160.00,paid,,2024-10-19,Lego EV3 Robotics,,,,old ticket TK-241019-001
ADV24054,180.00,paid,promptpay,2024-10-19,Lego EV3 Robotics,,,,old ticket TK-241019-002 | Maybank QR
ADV24056,180.00,paid,,2024-10-19,Lego EV3 Robotics,,,,old ticket TK-241019-003 | Touch and Go
ADV24055,180.00,paid,,2024-10-19,Lego EV3 Robotics,,,,old ticket TK-241019-004 | Touch and Go
ADV23040,150.00,paid,,2024-10-20,Scratch,,,,old ticket TK-241020-001 | Touch and Go
ADV23084,180.00,paid,,2024-10-20,Lego EV3 Robotics,,,,old ticket TK-241020-002 | Touch and Go
ADV23084,120.00,paid,,2024-10-20,Scratch,,,,old ticket TK-241020-003 | Touch and Go
ADV23084,120.00,paid,,2024-10-20,Scratch,,,,old ticket TK-241020-004 | Touch and Go
ADV24013,180.00,paid,,2024-10-23,Lego EV3 Robotics,,,,old ticket TK-241023-001
ADV24046,486.00,paid,,2024-10-25,Lego EV3 Robotics,,,,old ticket TK-241025-001
ADV24047,486.00,paid,,2024-10-25,Lego EV3 Robotics,,,,old ticket TK-241025-002
ADV23021,360.00,paid,,2024-10-27,Lego EV3 Robotics,,,,old ticket TK-241027-001
ADV0047,180.00,paid,,2024-10-29,Lego EV3 Robotics,,,,old ticket TK-241029-002
ADV24009,180.00,paid,,2024-10-30,Scratch,,,,old ticket TK-241030-001
ADV23042,180.00,paid,,2024-10-31,Lego EV3 Robotics,,,,old ticket TK-241031-001
ADV24018,180.00,paid,,2024-11-01,Lego EV3 Robotics,,,,old ticket TK-241101-001
ADV23037,229.40,paid,,2024-11-01,Scratch,,,,old ticket TK-241101-002 | Stripe Payment
ADV24042,180.00,paid,,2024-11-01,Lego EV3 Robotics,,,,old ticket TK-241101-003
ADV23011,180.00,paid,,2024-11-01,Lego EV3 Robotics,,,,old ticket TK-241101-004
ADV24022,180.00,paid,,2024-11-02,Lego EV3 Robotics,,,,old ticket TK-241102-001
ADV0055,150.00,paid,,2024-11-02,Scratch,,,,old ticket TK-241102-002
ADV24021,360.00,paid,,2024-11-02,Lego EV3 Robotics,,,,old ticket TK-241102-003
ADV23034,120.00,paid,,2024-11-02,Scratch,,,,old ticket TK-241102-004
ADV24068,180.00,paid,,2024-11-03,Lego EV3 Robotics,,,,old ticket TK-241103-001 | Touch and Go
ADV0056,240.00,paid,cash,2024-11-03,Lego EV3 Robotics,,,,old ticket TK-241103-002 | Cash
ADV23035,120.00,paid,,2024-11-04,Scratch,,,,old ticket TK-241104-001
ADV24040,180.00,paid,,2024-11-05,Lego EV3 Robotics,,,,old ticket TK-241105-001
ADV23022,90.00,paid,,2024-11-05,Scratch,,,,old ticket TK-241105-002
ADV24031,180.00,paid,,2024-11-05,Lego EV3 Robotics,,,,old ticket TK-241105-003
ADV0045,150.00,paid,,2024-11-06,Lego EV3 Robotics,,,,old ticket TK-241106-001
ADV24065,180.00,paid,,2024-11-07,Lego EV3 Robotics,,,,old ticket TK-241107-001
ADV24011,225.00,paid,,2024-11-07,Scratch,,,,old ticket TK-241107-002
ADV24012,180.00,paid,,2024-11-07,Scratch,,,,old ticket TK-241107-003
ADV23007,160.00,paid,,2024-11-08,Lego EV3 Robotics,,,,old ticket TK-241108-001
ADV24033,180.00,paid,,2024-11-08,Lego EV3 Robotics,,,,old ticket TK-241108-002
ADV23008,180.00,paid,,2024-11-10,Lego EV3 Robotics,,,,old ticket TK-241110-001
ADV24032,150.00,paid,,2024-11-10,Scratch,,,,old ticket TK-241110-002
ADV24060,150.00,paid,,2024-11-10,Scratch,,,,old ticket TK-241110-003
ADV24064,180.00,paid,,2024-11-15,Lego EV3 Robotics,,,,old ticket TK-241115-001 | Touch and Go
ADV0012,150.00,paid,,2024-11-15,Scratch,,,,old ticket TK-241115-002
ADV0011,150.00,paid,,2024-11-15,Lego EV3 Robotics,,,,old ticket TK-241115-003
ADV23020,180.00,paid,,2024-11-15,Scratch,,,,old ticket TK-241115-004
ADV23019,180.00,paid,,2024-11-15,Scratch,,,,old ticket TK-241115-005
ADV23075,180.00,paid,,2024-11-15,Lego EV3 Robotics,,,,old ticket TK-241115-006
ADV23018,180.00,paid,,2024-11-16,Lego EV3 Robotics,,,,old ticket TK-241116-001
ADV24013,180.00,paid,,2024-11-17,Lego EV3 Robotics,,,,old ticket TK-241117-001
ADV24059,180.00,paid,,2024-11-18,Lego EV3 Robotics,,,,old ticket TK-241118-001 | Touch and Go
ADV24038,180.00,paid,,2024-11-18,Lego EV3 Robotics,,,,old ticket TK-241118-002
ADV23041,360.00,paid,,2024-11-19,Lego EV3 Robotics,,,,old ticket TK-241119-001
ADV24081,180.00,paid,,2024-11-22,Lego EV3 Robotics,,,,old ticket TK-241122-001
ADV24082,513.00,paid,,2024-11-24,Lego EV3 Robotics,,,,old ticket TK-241124-001
ADV0027,256.50,paid,,2024-11-24,Scratch,,,,old ticket TK-241124-002
ADV24080,256.50,paid,,2024-11-24,Lego EV3 Robotics,,,,old ticket TK-241124-003
ADV23045,150.00,paid,,2024-11-28,Scratch,,,,old ticket TK-241128-001
ADV0045,150.00,paid,,2024-11-29,Lego EV3 Robotics,,,,old ticket TK-241129-001
ADV24066,180.00,paid,,2024-11-29,Lego EV3 Robotics,,,,old ticket TK-241129-003
ADV24067,180.00,paid,,2024-11-29,Lego EV3 Robotics,,,,old ticket TK-241129-004
ADV24061,180.00,paid,bank_transfer,2024-11-29,Lego EV3 Robotics,,,,old ticket TK-241129-005 | Virtual Banking
ADV24018,180.00,paid,,2024-12-01,Lego EV3 Robotics,,,,old ticket TK-241201-001
ADV24005,180.00,paid,,2024-12-01,Scratch,,,,old ticket TK-241201-002
ADV23040,120.00,paid,,2024-12-01,Scratch,,,,old ticket TK-241201-003
ADV24040,180.00,paid,,2024-12-01,Lego EV3 Robotics,,,,old ticket TK-241201-004
ADV24059,180.00,paid,,2024-12-02,Lego EV3 Robotics,,,,old ticket TK-241202-001 | Touch and Go
ADV0055,150.00,paid,,2024-12-02,Scratch,,,,old ticket TK-241202-002
ADV23034,120.00,paid,,2024-12-02,Scratch,,,,old ticket TK-241202-003
ADV23029,480.00,paid,,2024-12-02,Scratch,,,,old ticket TK-241202-004
ADV23042,180.00,paid,,2024-12-02,Lego EV3 Robotics,,,,old ticket TK-241202-005
ADV23019,180.00,paid,,2024-12-03,Scratch,,,,old ticket TK-241203-001
ADV23020,180.00,paid,,2024-12-03,Scratch,,,,old ticket TK-241203-002
ADV23035,120.00,paid,,2024-12-04,Scratch,,,,old ticket TK-241204-001
ADV0047,513.00,paid,,2024-12-05,Lego EV3 Robotics,,,,old ticket TK-241205-001
ADV24009,180.00,paid,,2024-12-06,Scratch,,,,old ticket TK-241206-001
ADV24056,256.50,paid,,2024-12-07,Lego EV3 Robotics,,,,old ticket TK-241207-001
ADV24055,256.50,paid,,2024-12-07,Lego EV3 Robotics,,,,old ticket TK-241207-002
ADV24022,180.00,paid,,2024-12-07,Lego EV3 Robotics,,,,old ticket TK-241207-003
ADV23048,256.50,paid,,2024-12-07,Lego EV3 Robotics,,,,old ticket TK-241207-004
ADV23049,256.50,paid,,2024-12-07,Lego EV3 Robotics,,,,old ticket TK-241207-005
ADV24042,180.00,paid,,2024-12-07,Lego EV3 Robotics,,,,old ticket TK-241207-006
ADV23011,180.00,paid,,2024-12-07,Lego EV3 Robotics,,,,old ticket TK-241207-007
ADV24087,180.00,paid,,2024-12-07,Scratch,,,,old ticket TK-241207-008
ADV24031,180.00,paid,,2024-12-08,Lego EV3 Robotics,,,,old ticket TK-241208-001
ADV24083,180.00,paid,,2024-12-08,Lego EV3 Robotics,,,,old ticket TK-241208-002
ADV24057,180.00,paid,,2024-12-08,Scratch,,,,old ticket TK-241208-003
ADV23084,180.00,paid,,2024-12-08,Lego EV3 Robotics,,,,old ticket TK-241208-004
ADV23084,120.00,paid,,2024-12-08,Scratch,,,,old ticket TK-241208-005
ADV23008,180.00,paid,,2024-12-08,Lego EV3 Robotics,,,,old ticket TK-241208-006
ADV23085,390.00,paid,,2024-12-09,Scratch,,,,old ticket TK-241209-001
ADV23043,240.00,paid,,2024-12-09,Scratch,,,,old ticket TK-241209-002
ADV24054,180.00,paid,,2024-12-12,Lego EV3 Robotics,,,,old ticket TK-241212-001
ADV24033,180.00,paid,,2024-12-13,Lego EV3 Robotics,,,,old ticket TK-241213-001
ADV24013,180.00,paid,,2024-12-13,Lego EV3 Robotics,,,,old ticket TK-241213-002
ADV23021,360.00,paid,,2024-12-13,Lego EV3 Robotics,,,,old ticket TK-241213-003
ADV24081,180.00,paid,,2024-12-13,Lego EV3 Robotics,,,,old ticket TK-241213-004
ADV23022,60.00,paid,,2024-12-14,Scratch,,,,old ticket TK-241214-001
ADV24091,180.00,paid,,2024-12-15,Lego EV3 Robotics,,,,old ticket TK-241215-001
ADV24092,180.00,paid,,2024-12-15,Lego EV3 Robotics,,,,old ticket TK-241215-002
ADV23007,160.00,paid,,2024-12-17,Lego EV3 Robotics,,,,old ticket TK-241217-001
ADV24097,200.00,paid,,2024-12-18,,,,,old ticket TK-241218-001
ADV24008,180.00,paid,,2024-12-18,Lego EV3 Robotics,,,,old ticket TK-241218-002
ADV24064,180.00,paid,,2024-12-20,,,,,old ticket TK-241220-001
ADV24095,200.00,paid,,2024-12-20,,,,,old ticket TK-241220-002
ADV24096,200.00,paid,,2024-12-20,,,,,old ticket TK-241220-003
ADV24088,180.00,paid,,2024-12-22,Lego EV3 Robotics,,,,old ticket TK-241222-001
ADV0014,900.00,paid,,2024-12-22,Scratch,,,,old ticket TK-241222-002
ADV23018,90.00,paid,,2024-12-22,,,,,old ticket TK-241222-003
ADV24038,180.00,paid,,2024-12-22,Lego EV3 Robotics,,,,old ticket TK-241222-004
ADV24038,180.00,paid,,2024-12-22,,,,,old ticket TK-241222-005
ADV24030,180.00,paid,,2024-12-22,Lego EV3 Robotics,,,,old ticket TK-241222-006
ADV23084,180.00,paid,,2024-12-23,,,,,old ticket TK-241223-001
ADV24005,180.00,paid,,2024-12-23,,,,,old ticket TK-241223-002
ADV24089,180.00,paid,,2024-12-23,Lego EV3 Robotics,,,,old ticket TK-241223-003
ADV0047,180.00,paid,,2024-12-24,,,,,old ticket TK-241224-001
ADV24066,180.00,paid,,2024-12-26,,,,,old ticket TK-241226-001
ADV23013,180.00,paid,,2024-12-26,,,,,old ticket TK-241226-002
ADV24081,180.00,paid,,2024-12-27,,,,,old ticket TK-241227-001
ADV24090,180.00,paid,,2024-12-27,Lego EV3 Robotics,,,,old ticket TK-241227-002
ADV24061,180.00,paid,,2024-12-27,Lego EV3 Robotics,,,,old ticket TK-241227-003
ADV23006,324.00,paid,,2024-12-28,Lego EV3 Robotics,,,,old ticket TK-241228-001
ADV23004,324.00,paid,,2024-12-28,Lego EV3 Robotics,,,,old ticket TK-241228-002
ADV23005,324.00,paid,,2024-12-28,Lego EV3 Robotics,,,,old ticket TK-241228-003
ADV23045,300.00,paid,,2024-12-28,Scratch,,,,old ticket TK-241228-004
ADV23018,180.00,paid,,2024-12-29,Lego EV3 Robotics,,,,old ticket TK-241229-001
ADV0055,150.00,paid,,2024-12-30,Scratch,,,,old ticket TK-241230-001
ADV24018,180.00,paid,,2024-12-30,Lego EV3 Robotics,,,,old ticket TK-241230-002
ADV0045,150.00,paid,,2024-12-31,Lego EV3 Robotics,,,,old ticket TK-241231-001
ADV24040,180.00,paid,,2025-01-02,Lego EV3 Robotics,,,,old ticket TK-250102-001
ADV23034,120.00,paid,,2025-01-03,Scratch,,,,old ticket TK-250103-001
ADV23035,120.00,paid,,2025-01-03,Scratch,,,,old ticket TK-250103-002
ADV24064,180.00,paid,,2025-01-03,Lego EV3 Robotics,,,,old ticket TK-250103-003
ADV24022,180.00,paid,,2025-01-04,Lego EV3 Robotics,,,,old ticket TK-250104-001
ADV23011,180.00,paid,,2025-01-04,Lego EV3 Robotics,,,,old ticket TK-250104-002
ADV24066,180.00,paid,,2025-01-04,Lego EV3 Robotics,,,,old ticket TK-250104-003
ADV24087,180.00,paid,,2025-01-06,Scratch,,,,old ticket TK-250106-001
ADV24085,180.00,paid,,2025-01-06,Scratch,,,,old ticket TK-250106-002
ADV23075,360.00,paid,,2025-01-06,Lego EV3 Robotics,,,,old ticket TK-250106-003
ADV24093,45.00,paid,,2025-01-06,Lego EV3 Robotics,,,,old ticket TK-250106-004
ADV23013,180.00,paid,,2025-01-06,Lego EV3 Robotics,,,,old ticket TK-250106-005
ADV23040,150.00,paid,,2025-01-07,Scratch,,,,old ticket TK-250107-001
ADV23019,180.00,paid,,2025-01-07,Scratch,,,,old ticket TK-250107-002
ADV23020,180.00,paid,,2025-01-07,Scratch,,,,old ticket TK-250107-003
ADV23042,180.00,paid,,2025-01-07,Lego EV3 Robotics,,,,old ticket TK-250107-004
ADV23022,90.00,paid,,2025-01-09,Scratch,,,,old ticket TK-250109-001
ADV23012,513.00,paid,,2025-01-10,Lego EV3 Robotics,,,,old ticket TK-250110-001
ADV24032,486.00,paid,,2025-01-11,Scratch,,,,old ticket TK-250111-001
ADV24060,486.00,paid,,2025-01-11,Lego EV3 Robotics,,,,old ticket TK-250111-002
ADV25001,513.00,paid,,2025-01-11,Lego EV3 Robotics,,,,old ticket TK-250111-003
ADV23084,180.00,paid,,2025-01-12,Lego EV3 Robotics,,,,old ticket TK-250112-001
ADV23084,120.00,paid,,2025-01-12,Scratch,,,,old ticket TK-250112-002
ADV25002,243.00,paid,,2025-01-12,Lego EV3 Robotics,,,,old ticket TK-250112-003
ADV25002,243.00,paid,,2025-01-12,Scratch,,,,old ticket TK-250112-004
ADV25003,243.00,paid,,2025-01-12,Lego EV3 Robotics,,,,old ticket TK-250112-005
ADV25003,243.00,paid,,2025-01-12,Scratch,,,,old ticket TK-250112-006
ADV24092,135.00,paid,,2025-01-12,Lego EV3 Robotics,,,,old ticket TK-250112-007
ADV24059,180.00,paid,,2025-01-13,Lego EV3 Robotics,,,,old ticket TK-250113-001
ADV23007,160.00,paid,,2025-01-14,Lego EV3 Robotics,,,,old ticket TK-250114-001
ADV24024,972.00,paid,,2025-01-14,Lego EV3 Robotics,,,,old ticket TK-250114-002
ADV23041,180.00,paid,,2025-01-14,Lego EV3 Robotics,,,,old ticket TK-250114-003
ADV0012,150.00,paid,,2025-01-17,Scratch,,,,old ticket TK-250117-001
ADV0011,150.00,paid,,2025-01-17,Lego EV3 Robotics,,,,old ticket TK-250117-002
ADV23038,972.00,paid,,2025-01-17,Lego EV3 Robotics,,,,old ticket TK-250117-003
